time [s],Lmtc [m],STIM [ ],Fsee [N]
0.0,0.039,0.0,0.05601141331464274
0.0005,0.039,0.0,0.05601141331464274
0.001,0.039,0.0,0.05601141331464274
0.0015,0.039,0.0,0.05601141331464274
0.002,0.039,0.0,0.05601141331464505
0.0025,0.039,0.0,0.05601141331464737
0.003,0.039,0.0,0.05601141331464737
0.0035,0.039,0.0,0.05601141331464737
0.004,0.039,0.0,0.05601141331464737
0.0045000000000000005,0.039,0.0,0.056011413314649684
0.005,0.039,0.0,0.056011413314652
0.0055,0.039,0.0,0.056011413314652
0.006,0.039,0.0,0.056011413314652
0.006500000000000001,0.039,0.0,0.05601141331465432
0.007,0.039,0.0,0.05601141331465664
0.0075,0.039,0.0,0.05601141331465664
0.008,0.039,0.0,0.05601141331465664
0.0085,0.039,0.0,0.05601141331465664
0.009000000000000001,0.039,0.0,0.056011413314658955
0.0095,0.039,0.0,0.056011413314661265
0.01,0.039,0.0,0.056011413314661265
0.0105,0.039,0.0,0.056011413314661265
0.011,0.039,0.0,0.056011413314661265
0.0115,0.039,0.0,0.05601141331466358
0.012,0.039,0.0,0.0560114133146659
0.0125,0.039,0.0,0.0560114133146659
0.013000000000000001,0.039,0.0,0.0560114133146659
0.0135,0.039,0.0,0.05601141331466822
0.014,0.039,0.0,0.05601141331466822
0.0145,0.039,0.0,0.05601141331466822
0.015,0.039,0.0,0.05601141331466822
0.0155,0.039,0.0,0.056011413314670536
0.016,0.039,0.0,0.056011413314670536
0.0165,0.039,0.0,0.056011413314670536
0.017,0.039,0.0,0.056011413314670536
0.0175,0.039,0.0,0.056011413314670536
0.018000000000000002,0.039,0.0,0.056011413314670536
0.0185,0.039,0.0,0.05601141331467285
0.019,0.039,0.0,0.05601141331467285
0.0195,0.039,0.0,0.05601141331467285
0.02,0.039,0.0,0.056011413314675164
0.0205,0.039,0.0,0.056011413314675164
0.021,0.039,0.0,0.056011413314675164
0.021500000000000002,0.039,0.0,0.056011413314675164
0.022,0.039,0.0,0.056011413314675164
0.0225,0.039,0.0,0.056011413314675164
0.023,0.039,0.0,0.056011413314675164
0.0235,0.039,0.0,0.056011413314675164
0.024,0.039,0.0,0.05601141331467748
0.0245,0.039,0.0,0.05601141331467748
0.025,0.039,0.0,0.0560114133146798
0.025500000000000002,0.039,0.0,0.0560114133146798
0.026000000000000002,0.039,0.0,0.0560114133146798
0.0265,0.039,0.0,0.0560114133146798
0.027,0.039,0.0,0.0560114133146798
0.0275,0.039,0.0,0.0560114133146798
0.028,0.039,0.0,0.0560114133146798
0.0285,0.039,0.0,0.0560114133146798
0.029,0.039,0.0,0.05601141331468212
0.029500000000000002,0.039,0.0,0.05601141331468212
0.03,0.039,0.0,0.056011413314684434
0.0305,0.039,0.0,0.056011413314684434
0.031,0.039,0.0,0.056011413314684434
0.0315,0.039,0.0,0.056011413314684434
0.032,0.039,0.0,0.056011413314684434
0.0325,0.039,0.0,0.056011413314684434
0.033,0.039,0.0,0.05601141331468675
0.0335,0.039,0.0,0.05601141331468675
0.034,0.039,0.0,0.05601141331468675
0.0345,0.039,0.0,0.05601141331468675
0.035,0.039,0.0,0.05601141331468907
0.035500000000000004,0.039,0.0,0.05601141331468907
0.036000000000000004,0.039,0.0,0.05601141331468907
0.0365,0.039,0.0,0.05601141331468907
0.037,0.039,0.0,0.05601141331468907
0.0375,0.039,0.0,0.05601141331468907
0.038,0.039,0.0,0.05601141331469138
0.0385,0.039,0.0,0.05601141331469138
0.039,0.039,0.0,0.05601141331469138
0.0395,0.039,0.0,0.05601141331469138
0.04,0.039,0.0,0.05601141331469138
0.0405,0.039,0.0,0.05601141331469138
0.041,0.039,0.0,0.05601141331469138
0.0415,0.039,0.0,0.05601141331469138
0.042,0.039,0.0,0.05601141331469138
0.0425,0.039,0.0,0.05601141331469138
0.043000000000000003,0.039,0.0,0.05601141331469138
0.043500000000000004,0.039,0.0,0.05601141331469138
0.044,0.039,0.0,0.05601141331469138
0.0445,0.039,0.0,0.05601141331469138
0.045,0.039,0.0,0.05601141331469138
0.0455,0.039,0.0,0.05601141331469138
0.046,0.039,0.0,0.05601141331469138
0.0465,0.039,0.0,0.05601141331469138
0.047,0.039,0.0,0.05601141331469138
0.0475,0.039,0.0,0.05601141331469138
0.048,0.039,0.0,0.05601141331469138
0.0485,0.039,0.0,0.05601141331469138
0.049,0.039,0.0,0.05601141331469138
0.0495,0.039,0.0,0.05601141331469138
0.05,0.039,0.0,0.05601141331469138
0.0505,0.039,0.0,0.05601141331469138
0.051000000000000004,0.039,0.0,0.05601141331469138
0.051500000000000004,0.039,0.0,0.05601141331469138
0.052000000000000005,0.039,0.0,0.05601141331469138
0.0525,0.039,0.0,0.05601141331469138
0.053,0.039,0.0,0.05601141331469138
0.0535,0.039,0.0,0.05601141331469138
0.054,0.039,0.0,0.05601141331469138
0.0545,0.039,0.0,0.05601141331469138
0.055,0.039,0.0,0.05601141331469138
0.0555,0.039,0.0,0.05601141331469138
0.056,0.039,0.0,0.05601141331469138
0.0565,0.039,0.0,0.05601141331469138
0.057,0.039,0.0,0.05601141331469138
0.0575,0.039,0.0,0.05601141331469138
0.058,0.039,0.0,0.05601141331469138
0.0585,0.039,0.0,0.05601141331469138
0.059000000000000004,0.039,0.0,0.05601141331469138
0.059500000000000004,0.039,0.0,0.05601141331469138
0.06,0.039,0.0,0.05601141331469138
0.0605,0.039,0.0,0.05601141331469138
0.061,0.039,0.0,0.05601141331469138
0.0615,0.039,0.0,0.05601141331469138
0.062,0.039,0.0,0.05601141331469138
0.0625,0.039,0.0,0.05601141331469138
0.063,0.039,0.0,0.05601141331469138
0.0635,0.039,0.0,0.05601141331469138
0.064,0.039,0.0,0.05601141331469138
0.0645,0.039,0.0,0.05601141331469138
0.065,0.039,0.0,0.05601141331469138
0.0655,0.039,0.0,0.05601141331469138
0.066,0.039,0.0,0.05601141331469138
0.0665,0.039,0.0,0.05601141331469138
0.067,0.039,0.0,0.05601141331469138
0.0675,0.039,0.0,0.05601141331469138
0.068,0.039,0.0,0.05601141331469138
0.0685,0.039,0.0,0.05601141331469138
0.069,0.039,0.0,0.05601141331469138
0.0695,0.039,0.0,0.05601141331469138
0.07,0.039,0.0,0.05601141331469138
0.07050000000000001,0.039,0.0,0.05601141331469138
0.07100000000000001,0.039,0.0,0.05601141331469138
0.07150000000000001,0.039,0.0,0.05601141331469138
0.07200000000000001,0.039,0.0,0.05601141331469138
0.0725,0.039,0.0,0.05601141331469138
0.073,0.039,0.0,0.05601141331469138
0.0735,0.039,0.0,0.05601141331469138
0.074,0.039,0.0,0.05601141331469138
0.0745,0.039,0.0,0.05601141331469138
0.075,0.039,0.0,0.05601141331469138
0.0755,0.039,0.0,0.05601141331469138
0.076,0.039,0.0,0.05601141331469138
0.0765,0.039,0.0,0.05601141331469138
0.077,0.039,0.0,0.05601141331469138
0.0775,0.039,0.0,0.05601141331469138
0.078,0.039,0.0,0.05601141331469138
0.0785,0.039,0.0,0.05601141331469138
0.079,0.039,0.0,0.05601141331469138
0.0795,0.039,0.0,0.05601141331469138
0.08,0.039,0.0,0.05601141331469138
0.0805,0.039,0.0,0.05601141331469138
0.081,0.039,0.0,0.05601141331469138
0.0815,0.039,0.0,0.05601141331469138
0.082,0.039,0.0,0.05601141331469138
0.0825,0.039,0.0,0.05601141331469138
0.083,0.039,0.0,0.05601141331469138
0.0835,0.039,0.0,0.05601141331469138
0.084,0.039,0.0,0.05601141331469138
0.0845,0.039,0.0,0.05601141331469138
0.085,0.039,0.0,0.05601141331469138
0.0855,0.039,0.0,0.05601141331469138
0.08600000000000001,0.039,0.0,0.05601141331469138
0.08650000000000001,0.039,0.0,0.05601141331469138
0.08700000000000001,0.039,0.0,0.05601141331469138
0.08750000000000001,0.039,0.0,0.05601141331469138
0.088,0.039,0.0,0.05601141331469138
0.0885,0.039,0.0,0.05601141331469138
0.089,0.039,0.0,0.05601141331469138
0.0895,0.039,0.0,0.05601141331469138
0.09,0.039,0.0,0.05601141331469138
0.0905,0.039,0.0,0.05601141331469138
0.091,0.039,0.0,0.05601141331469138
0.0915,0.039,0.0,0.05601141331469138
0.092,0.039,0.0,0.05601141331469138
0.0925,0.039,0.0,0.05601141331469138
0.093,0.039,0.0,0.05601141331469138
0.0935,0.039,0.0,0.05601141331469138
0.094,0.039,0.0,0.05601141331469138
0.0945,0.039,0.0,0.05601141331469138
0.095,0.039,0.0,0.05601141331469138
0.0955,0.039,0.0,0.05601141331469138
0.096,0.039,0.0,0.05601141331469138
0.0965,0.039,0.0,0.05601141331469138
0.097,0.039,0.0,0.05601141331469138
0.0975,0.039,0.0,0.05601141331469138
0.098,0.039,0.0,0.05601141331469138
0.0985,0.039,0.0,0.05601141331469138
0.099,0.039,0.0,0.05601141331469138
0.0995,0.039,0.0,0.05601141331469138
0.1,0.039,1.0,0.05601141331469138
0.1005,0.039,1.0,0.056019357783415206
0.101,0.039,1.0,0.05615999130817287
0.1015,0.039,1.0,0.05677523225309439
0.10200000000000001,0.039,1.0,0.05837013492171025
0.10250000000000001,0.039,1.0,0.061569734239102086
0.10300000000000001,0.039,1.0,0.06731136149685943
0.10350000000000001,0.039,1.0,0.07727705586350904
0.10400000000000001,0.039,1.0,0.09433919257596729
0.1045,0.039,1.0,0.12237397906892748
0.105,0.039,1.0,0.16453495201479024
0.1055,0.039,1.0,0.221138633247007
0.106,0.039,1.0,0.2898939667843498
0.1065,0.039,1.0,0.3679077078093963
0.107,0.039,1.0,0.4528966501614493
0.1075,0.039,1.0,0.5433098490678503
0.108,0.039,1.0,0.6380667985958467
0.1085,0.039,1.0,0.7363477623005859
0.109,0.039,1.0,0.8374765509067666
0.1095,0.039,1.0,0.9408646447844803
0.11,0.039,1.0,1.0459890123855875
0.1105,0.039,1.0,1.152379549382959
0.111,0.039,1.0,1.2596160796850386
0.1115,0.039,1.0,1.367322992964725
0.112,0.039,1.0,1.4751679378351077
0.1125,0.039,1.0,1.5828574209442345
0.113,0.039,1.0,1.6901351028523528
0.1135,0.039,1.0,1.7967774373514864
0.114,0.039,1.0,1.9025919106168523
0.1145,0.039,1.0,2.007412759319967
0.115,0.039,1.0,2.111099513039593
0.1155,0.039,1.0,2.213532943719265
0.116,0.039,1.0,2.3146140564620925
0.1165,0.039,1.0,2.4142603754559846
0.117,0.039,1.0,2.5124053852439436
0.11750000000000001,0.039,1.0,2.6089951986069417
0.11800000000000001,0.039,1.0,2.7039883837085927
0.11850000000000001,0.039,1.0,2.7973530168357277
0.11900000000000001,0.039,1.0,2.889066810434787
0.11950000000000001,0.039,1.0,2.979114528817439
0.12,0.039,1.0,3.0674883348377273
0.1205,0.039,1.0,3.1541855347043626
0.121,0.039,1.0,3.2392090732155863
0.1215,0.039,1.0,3.322565569851989
0.122,0.039,1.0,3.404265906990687
0.1225,0.039,1.0,3.484323519991005
0.123,0.039,1.0,3.5627550363903215
0.1235,0.039,1.0,3.639578785500202
0.124,0.039,1.0,3.714815458026588
0.1245,0.039,1.0,3.788486804433165
0.125,0.039,1.0,3.860616293508293
0.1255,0.039,1.0,3.93122797268481
0.126,0.039,1.0,4.000347111009746
0.1265,0.039,1.0,4.067999198351719
0.127,0.039,1.0,4.134210563378996
0.1275,0.039,1.0,4.199007491965075
0.128,0.039,1.0,4.262416814519676
0.1285,0.039,1.0,4.324465126863295
0.129,0.039,1.0,4.385179343915268
0.1295,0.039,1.0,4.4445860088537
0.13,0.039,1.0,4.50271181201722
0.1305,0.039,1.0,4.559582976330485
0.131,0.039,1.0,4.615225741535417
0.1315,0.039,1.0,4.669665815689225
0.132,0.039,1.0,4.722928825669725
0.1325,0.039,1.0,4.775039826089343
0.133,0.039,1.0,4.826023717539989
0.1335,0.039,1.0,4.875904805556613
0.134,0.039,1.0,4.924707188370243
0.1345,0.039,1.0,4.972454359637284
0.135,0.039,1.0,5.019169567621488
0.1355,0.039,1.0,5.064875456314411
0.136,0.039,1.0,5.109594398014866
0.1365,0.039,1.0,5.1533481682313065
0.137,0.039,1.0,5.196158253606273
0.1375,0.039,1.0,5.2380455566356545
0.138,0.039,1.0,5.279030680819965
0.1385,0.039,1.0,5.319133661779875
0.139,0.039,1.0,5.3583742314233
0.1395,0.039,1.0,5.396771572496992
0.14,0.039,1.0,5.4343445634499625
0.1405,0.039,1.0,5.471111553852605
0.14100000000000001,0.039,1.0,5.5070905915214245
0.14150000000000001,0.039,1.0,5.542299216569988
0.14200000000000002,0.039,1.0,5.576754672243238
0.14250000000000002,0.039,1.0,5.61047371564898
0.14300000000000002,0.039,1.0,5.643472813635938
0.14350000000000002,0.039,1.0,5.675767968497248
0.14400000000000002,0.039,1.0,5.70737490011696
0.1445,0.039,1.0,5.738308885146356
0.145,0.039,1.0,5.768584926539648
0.1455,0.039,1.0,5.798217604883707
0.146,0.039,1.0,5.827221236347383
0.1465,0.039,1.0,5.855609735000092
0.147,0.039,1.0,5.88339676011006
0.1475,0.039,1.0,5.910595588421158
0.148,0.039,1.0,5.9372192516531515
0.1485,0.039,1.0,5.963280417823023
0.149,0.039,1.0,5.988791519724082
0.1495,0.039,1.0,6.013764644480074
0.15,0.039,1.0,6.0382116537113415
0.1505,0.039,1.0,6.062144080597552
0.151,0.039,1.0,6.08557324237699
0.1515,0.039,1.0,6.108510144271049
0.152,0.039,1.0,6.130965584905399
0.1525,0.039,1.0,6.152950066517654
0.153,0.039,1.0,6.17447389383703
0.1535,0.039,1.0,6.195547090056006
0.154,0.039,1.0,6.216179489658731
0.1545,0.039,1.0,6.2363806596895595
0.155,0.039,1.0,6.256159986977776
0.1555,0.039,1.0,6.275526604282499
0.156,0.039,1.0,6.2944894723227245
0.1565,0.039,1.0,6.313057310418792
0.157,0.039,1.0,6.331238673702018
0.1575,0.039,1.0,6.349041887909211
0.158,0.039,1.0,6.366475122114519
0.1585,0.039,1.0,6.383546327365561
0.159,0.039,1.0,6.400263305251511
0.1595,0.039,1.0,6.416633650098528
0.16,0.039,1.0,6.432664813661472
0.1605,0.039,1.0,6.448364050621838
0.161,0.039,1.0,6.463738479667803
0.1615,0.039,1.0,6.478795032060014
0.162,0.039,1.0,6.493540509343023
0.1625,0.039,1.0,6.50798153476548
0.163,0.039,1.0,6.52212460784625
0.1635,0.039,1.0,6.535976058453637
0.164,0.039,1.0,6.549542098432152
0.1645,0.039,1.0,6.562828778759154
0.165,0.039,0.0,6.57584203387507
0.1655,0.039,0.0,6.588436914255978
0.166,0.039,0.0,6.600462817524276
0.1665,0.039,0.0,6.611916460394258
0.167,0.039,0.0,6.622793812664995
0.1675,0.039,0.0,6.633089933882859
0.168,0.039,0.0,6.64279910468952
0.1685,0.039,0.0,6.651914671263546
0.169,0.039,0.0,6.660429165257108
