time [s],Lmtc [m],STIM [ ],Fsee [N]
0.0,0.043000000000000003,0.0,0.13068865602274693
0.0005,0.043000000000000003,0.0,0.13068865529036525
0.001,0.043000000000000003,0.0,0.1306886545709074
0.0015,0.043000000000000003,0.0,0.13068865386383513
0.002,0.043000000000000003,0.0,0.13068865316908873
0.0025,0.043000000000000003,0.0,0.13068865248646636
0.003,0.043000000000000003,0.0,0.1306886518157512
0.0035,0.043000000000000003,0.0,0.13068865115673403
0.004,0.043000000000000003,0.0,0.13068865050922046
0.0045000000000000005,0.043000000000000003,0.0,0.13068864987299375
0.005,0.043000000000000003,0.0,0.13068864924787446
0.0055,0.043000000000000003,0.0,0.13068864863365337
0.006,0.043000000000000003,0.0,0.13068864803015104
0.006500000000000001,0.043000000000000003,0.0,0.13068864743717684
0.007,0.043000000000000003,0.0,0.1306886468545402
0.0075,0.043000000000000003,0.0,0.13068864628207297
0.008,0.043000000000000003,0.0,0.13068864571959196
0.0085,0.043000000000000003,0.0,0.13068864516692527
0.009000000000000001,0.043000000000000003,0.0,0.13068864462389723
0.0095,0.043000000000000003,0.0,0.1306886440903472
0.01,0.043000000000000003,0.0,0.1306886435660994
0.0105,0.043000000000000003,0.0,0.130688643050997
0.011,0.043000000000000003,0.0,0.13068864254488294
0.0115,0.043000000000000003,0.0,0.1306886420476003
0.012,0.043000000000000003,0.0,0.13068864155898458
0.0125,0.043000000000000003,0.0,0.13068864107889755
0.013000000000000001,0.043000000000000003,0.0,0.13068864060718968
0.0135,0.043000000000000003,0.0,0.13068864014370402
0.014,0.043000000000000003,0.0,0.13068863968830602
0.0145,0.043000000000000003,0.0,0.13068863924085367
0.015,0.043000000000000003,0.0,0.13068863880120493
0.0155,0.043000000000000003,0.0,0.13068863836922526
0.016,0.043000000000000003,0.0,0.1306886379447876
0.0165,0.043000000000000003,0.0,0.1306886375277462
0.017,0.043000000000000003,0.0,0.13068863711798517
0.0175,0.043000000000000003,0.0,0.13068863671536624
0.018000000000000002,0.043000000000000003,0.0,0.1306886363197736
0.0185,0.043000000000000003,0.0,0.13068863593108757
0.019,0.043000000000000003,0.0,0.1306886355491774
0.0195,0.043000000000000003,0.0,0.1306886351739272
0.02,0.043000000000000003,0.0,0.1306886348052286
0.0205,0.043000000000000003,0.0,0.1306886344429583
0.021,0.043000000000000003,0.0,0.13068863408701162
0.021500000000000002,0.043000000000000003,0.0,0.13068863373726894
0.022,0.043000000000000003,0.0,0.13068863339363315
0.0225,0.043000000000000003,0.0,0.13068863305598832
0.023,0.043000000000000003,0.0,0.13068863272423362
0.0235,0.043000000000000003,0.0,0.13068863239826806
0.024,0.043000000000000003,0.0,0.13068863207798706
0.0245,0.043000000000000003,0.0,0.1306886317632934
0.025,0.043000000000000003,0.0,0.13068863145408993
0.025500000000000002,0.043000000000000003,0.0,0.13068863115027948
0.026000000000000002,0.043000000000000003,0.0,0.13068863085177237
0.0265,0.043000000000000003,0.0,0.1306886305584677
0.027,0.043000000000000003,0.0,0.1306886302702869
0.0275,0.043000000000000003,0.0,0.1306886299871254
0.028,0.043000000000000003,0.0,0.13068862970890846
0.0285,0.043000000000000003,0.0,0.13068862943554632
0.029,0.043000000000000003,0.0,0.13068862916694934
0.029500000000000002,0.043000000000000003,0.0,0.1306886289030353
0.03,0.043000000000000003,0.0,0.13068862864373315
0.0305,0.043000000000000003,0.0,0.13068862838894946
0.031,0.043000000000000003,0.0,0.13068862813860951
0.0315,0.043000000000000003,0.0,0.13068862789263855
0.032,0.043000000000000003,0.0,0.13068862765095807
0.0325,0.043000000000000003,0.0,0.1306886274134896
0.033,0.043000000000000003,0.0,0.13068862718017335
0.0335,0.043000000000000003,0.0,0.13068862695092337
0.034,0.043000000000000003,0.0,0.1306886267256686
0.0345,0.043000000000000003,0.0,0.13068862650434557
0.035,0.043000000000000003,0.0,0.1306886262868832
0.035500000000000004,0.043000000000000003,0.0,0.13068862607321804
0.036000000000000004,0.043000000000000003,0.0,0.1306886258632753
0.0365,0.043000000000000003,0.0,0.13068862565699887
0.037,0.043000000000000003,0.0,0.1306886254543178
0.0375,0.043000000000000003,0.0,0.1306886252551723
0.038,0.043000000000000003,0.0,0.13068862505950252
0.0385,0.043000000000000003,0.0,0.13068862486724497
0.039,0.043000000000000003,0.0,0.13068862467834358
0.0395,0.043000000000000003,0.0,0.13068862449273855
0.04,0.043000000000000003,0.0,0.13068862431036632
0.0405,0.043000000000000003,0.0,0.13068862413117835
0.041,0.043000000000000003,0.0,0.13068862395511854
0.0415,0.043000000000000003,0.0,0.1306886237821271
0.042,0.043000000000000003,0.0,0.13068862361215547
0.0425,0.043000000000000003,0.0,0.13068862344514756
0.043000000000000003,0.043000000000000003,0.0,0.13068862328105105
0.043500000000000004,0.043000000000000003,0.0,0.13068862311981738
0.044,0.043000000000000003,0.0,0.13068862296139794
0.0445,0.043000000000000003,0.0,0.13068862280574414
0.045,0.043000000000000003,0.0,0.13068862265280368
0.0455,0.043000000000000003,0.0,0.1306886225025317
0.046,0.043000000000000003,0.0,0.1306886223548796
0.0465,0.043000000000000003,0.0,0.1306886222098063
0.047,0.043000000000000003,0.0,0.13068862206726317
0.0475,0.043000000000000003,0.0,0.13068862192720168
0.048,0.043000000000000003,0.0,0.13068862178959187
0.0485,0.043000000000000003,0.0,0.13068862165437772
0.049,0.043000000000000003,0.0,0.13068862152151814
0.0495,0.043000000000000003,0.0,0.13068862139098317
0.05,0.043000000000000003,0.0,0.13068862126272052
0.0505,0.043000000000000003,0.0,0.13068862113670404
0.051000000000000004,0.043000000000000003,0.0,0.13068862101287765
0.051500000000000004,0.043000000000000003,0.0,0.13068862089121147
0.052000000000000005,0.043000000000000003,0.0,0.1306886207716681
0.0525,0.043000000000000003,0.0,0.13068862065421766
0.053,0.043000000000000003,0.0,0.1306886205388078
0.0535,0.043000000000000003,0.0,0.1306886204254124
0.054,0.043000000000000003,0.0,0.1306886203139978
0.0545,0.043000000000000003,0.0,0.13068862020452665
0.055,0.043000000000000003,0.0,0.13068862009696153
0.0555,0.043000000000000003,0.0,0.13068861999127632
0.056,0.043000000000000003,0.0,0.13068861988743363
0.0565,0.043000000000000003,0.0,0.13068861978539983
0.057,0.043000000000000003,0.0,0.13068861968514875
0.0575,0.043000000000000003,0.0,0.13068861958664674
0.058,0.043000000000000003,0.0,0.1306886194898639
0.0585,0.043000000000000003,0.0,0.13068861939476664
0.059000000000000004,0.043000000000000003,0.0,0.1306886193013288
