time [s],Lmtc [m],STIM [ ],Fsee [N]
0.0,0.041,0.0,0.06623998431855216
0.0005,0.041,0.0,0.06623998431855728
0.001,0.041,0.0,0.06623998431855983
0.0015,0.041,0.0,0.0662399843185624
0.002,0.041,0.0,0.0662399843185624
0.0025,0.041,0.0,0.06623998431856752
0.003,0.041,0.0,0.06623998431857007
0.0035,0.041,0.0,0.06623998431857263
0.004,0.041,0.0,0.0662399843185752
0.0045000000000000005,0.041,0.0,0.06623998431857775
0.005,0.041,0.0,0.06623998431858032
0.0055,0.041,0.0,0.06623998431858286
0.006,0.041,0.0,0.06623998431858286
0.006500000000000001,0.041,0.0,0.06623998431858798
0.007,0.041,0.0,0.06623998431858798
0.0075,0.041,0.0,0.0662399843185931
0.008,0.041,0.0,0.0662399843185931
0.0085,0.041,0.0,0.06623998431859565
0.009000000000000001,0.041,0.0,0.0662399843185982
0.0095,0.041,0.0,0.0662399843185982
0.01,0.041,0.0,0.06623998431860077
0.0105,0.041,0.0,0.06623998431860333
0.011,0.041,0.0,0.06623998431860333
0.0115,0.041,0.0,0.0662399843186059
0.012,0.041,0.0,0.06623998431860845
0.0125,0.041,0.0,0.06623998431860845
0.013000000000000001,0.041,0.0,0.06623998431861357
0.0135,0.041,0.0,0.06623998431861357
0.014,0.041,0.0,0.06623998431861357
0.0145,0.041,0.0,0.06623998431861612
0.015,0.041,0.0,0.06623998431861867
0.0155,0.041,0.0,0.06623998431861867
0.016,0.041,0.0,0.06623998431862123
0.0165,0.041,0.0,0.0662399843186238
0.017,0.041,0.0,0.0662399843186238
0.0175,0.041,0.0,0.06623998431862635
0.018000000000000002,0.041,0.0,0.06623998431862635
0.0185,0.041,0.0,0.0662399843186289
0.019,0.041,0.0,0.0662399843186289
0.0195,0.041,0.0,0.06623998431863402
0.02,0.041,0.0,0.06623998431863402
0.0205,0.041,0.0,0.06623998431863402
0.021,0.041,0.0,0.06623998431863402
0.021500000000000002,0.041,0.0,0.06623998431863659
0.022,0.041,0.0,0.06623998431863914
0.0225,0.041,0.0,0.06623998431863914
0.023,0.041,0.0,0.06623998431863914
0.0235,0.041,0.0,0.06623998431863914
0.024,0.041,0.0,0.0662399843186417
0.0245,0.041,0.0,0.06623998431864427
0.025,0.041,0.0,0.06623998431864427
